ype,date,time,latitude,longitude,speed_mph,course
T,2021-04-15,18:18:22,28.625928333,-81.700033333,0.1,146.7,
T,2021-04-15,18:18:23,28.625930000,-81.700033333,0.1,152.2,
T,2021-04-15,18:18:24,28.625931667,-81.700031667,0.0,174.1,
T,2021-04-15,18:18:25,28.625931667,-81.700031667,0.1,201.1,
T,2021-04-15,18:18:26,28.625931667,-81.700031667,0.0,121.6,
T,2021-04-15,18:18:27,28.625931667,-81.700031667,0.0,353.9,
T,2021-04-15,18:18:28,28.625933333,-81.700031667,0.0,311.9,
T,2021-04-15,18:18:29,28.625933333,-81.700033333,0.0,136.2,
T,2021-04-15,18:18:30,28.625933333,-81.700033333,0.0,161.3,
T,2021-04-15,18:18:31,28.625935000,-81.700035000,0.0,104.1,
T,2021-04-15,18:18:32,28.625935000,-81.700036667,0.0,332.6,
T,2021-04-15,18:18:33,28.625936667,-81.700036667,0.0,127.2,
T,2021-04-15,18:18:34,28.625938333,-81.700038333,0.0,341.3,
T,2021-04-15,18:18:35,28.625938333,-81.700038333,0.0,258.1,
T,2021-04-15,18:18:36,28.625940000,-81.700038333,0.0,0.3,
T,2021-04-15,18:18:37,28.625940000,-81.700040000,0.0,129.8,
T,2021-04-15,18:18:38,28.625940000,-81.700040000,0.0,347.5,
T,2021-04-15,18:18:39,28.625940000,-81.700041667,0.0,150.1,
T,2021-04-15,18:18:40,28.625940000,-81.700041667,0.0,38.6,
T,2021-04-15,18:18:41,28.625941667,-81.700043333,0.0,0.0,
T,2021-04-15,18:18:42,28.625941667,-81.700043333,0.0,203.6,
T,2021-04-15,18:18:43,28.625941667,-81.700043333,0.0,353.9,
T,2021-04-15,18:18:44,28.625941667,-81.700043333,0.0,184.8,
T,2021-04-15,18:18:45,28.625941667,-81.700043333,0.0,42.8,
T,2021-04-15,18:18:46,28.625941667,-81.700043333,0.0,306.6,
T,2021-04-15,18:18:47,28.625941667,-81.700043333,0.0,340.4,
T,2021-04-15,18:18:48,28.625941667,-81.700043333,0.0,249.6,
T,2021-04-15,18:18:49,28.625941667,-81.700043333,0.0,181.9,
T,2021-04-15,18:18:50,28.625941667,-81.700043333,0.0,298.3,
T,2021-04-15,18:18:51,28.625941667,-81.700043333,0.0,314.2,
T,2021-04-15,18:18:52,28.625941667,-81.700043333,0.0,287.8,
T,2021-04-15,18:18:53,28.625941667,-81.700043333,0.0,275.9,
T,2021-04-15,18:18:54,28.625941667,-81.700043333,0.0,70.7,
T,2021-04-15,18:18:55,28.625941667,-81.700043333,0.0,290.9,
T,2021-04-15,18:18:56,28.625941667,-81.700043333,0.0,353.9,
T,2021-04-15,18:18:57,28.625941667,-81.700043333,0.0,312.6,
T,2021-04-15,18:18:58,28.625941667,-81.700043333,0.0,140.3,
T,2021-04-15,18:18:59,28.625941667,-81.700043333,0.0,163.9,
T,2021-04-15,18:19:00,28.625941667,-81.700043333,0.0,344.9,
T,2021-04-15,18:19:01,28.625941667,-81.700043333,0.0,198.9,
T,2021-04-15,18:19:02,28.625941667,-81.700043333,0.0,336.4,
T,2021-04-15,18:19:03,28.625941667,-81.700043333,0.0,229.3,
T,2021-04-15,18:19:04,28.625941667,-81.700043333,0.0,44.2,
T,2021-04-15,18:19:05,28.625941667,-81.700043333,0.0,165.1,
T,2021-04-15,18:19:06,28.625941667,-81.700043333,0.0,315.6,
T,2021-04-15,18:19:07,28.625941667,-81.700043333,0.0,339.9,
T,2021-04-15,18:19:08,28.625941667,-81.700043333,0.0,348.6,
T,2021-04-15,18:19:09,28.625941667,-81.700043333,0.0,33.3,
T,2021-04-15,18:19:10,28.625941667,-81.700043333,0.0,75.4,
T,2021-04-15,18:19:11,28.625941667,-81.700043333,0.0,175.2,
T,2021-04-15,18:19:12,28.625941667,-81.700043333,0.0,358.5,
T,2021-04-15,18:19:13,28.625941667,-81.700043333,0.0,272.1,
T,2021-04-15,18:19:14,28.625941667,-81.700043333,0.0,74.7,
T,2021-04-15,18:19:15,28.625941667,-81.700043333,0.0,351.7,
T,2021-04-15,18:19:16,28.625941667,-81.700043333,0.0,215.4,
T,2021-04-15,18:19:17,28.625941667,-81.700043333,0.0,31.0,
T,2021-04-15,18:19:18,28.625941667,-81.700043333,0.0,205.7,
T,2021-04-15,18:19:19,28.625941667,-81.700043333,0.0,208.0,
T,2021-04-15,18:19:20,28.625941667,-81.700043333,0.0,332.1,
T,2021-04-15,18:19:21,28.625940000,-81.700043333,0.0,33.6,
T,2021-04-15,18:19:22,28.625940000,-81.700043333,0.0,0.0,
T,2021-04-15,18:19:23,28.625940000,-81.700043333,0.0,330.7,
T,2021-04-15,18:19:24,28.625940000,-81.700043333,0.0,8.2,
T,2021-04-15,18:19:25,28.625940000,-81.700043333,0.0,176.4,
T,2021-04-15,18:19:26,28.625940000,-81.700043333,0.0,24.4,
T,2021-04-15,18:19:27,28.625940000,-81.700043333,0.0,337.6,
T,2021-04-15,18:19:28,28.625940000,-81.700043333,0.0,335.8,
T,2021-04-15,18:19:29,28.625940000,-81.700043333,0.0,191.6,
T,2021-04-15,18:19:30,28.625940000,-81.700043333,0.0,354.2,
T,2021-04-15,18:19:31,28.625940000,-81.700043333,0.0,303.3,
T,2021-04-15,18:19:32,28.625940000,-81.700043333,0.0,27.4,
T,2021-04-15,18:19:33,28.625940000,-81.700043333,0.0,200.5,
T,2021-04-15,18:19:34,28.625940000,-81.700043333,0.0,333.1,
T,2021-04-15,18:19:35,28.625940000,-81.700043333,0.0,150.9,
T,2021-04-15,18:19:36,28.625940000,-81.700043333,0.0,75.8,
T,2021-04-15,18:19:37,28.625940000,-81.700043333,0.0,285.9,
T,2021-04-15,18:19:38,28.625940000,-81.700043333,0.0,346.9,
T,2021-04-15,18:19:39,28.625940000,-81.700043333,0.0,154.0,
T,2021-04-15,18:19:40,28.625940000,-81.700043333,0.0,107.1,
T,2021-04-15,18:19:41,28.625940000,-81.700043333,0.0,311.6,
T,2021-04-15,18:19:42,28.625940000,-81.700043333,0.0,101.9,
T,2021-04-15,18:19:43,28.625940000,-81.700043333,0.0,321.8,
T,2021-04-15,18:19:44,28.625940000,-81.700043333,0.0,207.5,
T,2021-04-15,18:19:45,28.625940000,-81.700043333,0.0,269.3,
T,2021-04-15,18:19:46,28.625940000,-81.700043333,0.0,187.6,
T,2021-04-15,18:19:47,28.625940000,-81.700043333,0.0,293.7,
T,2021-04-15,18:19:48,28.625940000,-81.700043333,0.0,67.0,
T,2021-04-15,18:19:49,28.625940000,-81.700043333,0.0,212.5,
T,2021-04-15,18:19:50,28.625940000,-81.700043333,0.0,331.2,
T,2021-04-15,18:19:51,28.625940000,-81.700043333,0.0,334.5,
T,2021-04-15,18:19:52,28.625940000,-81.700043333,0.0,302.0,
T,2021-04-15,18:19:53,28.625940000,-81.700043333,0.0,331.9,
T,2021-04-15,18:19:54,28.625940000,-81.700043333,0.0,311.1,
T,2021-04-15,18:19:55,28.625940000,-81.700043333,0.0,142.7,
T,2021-04-15,18:19:56,28.625940000,-81.700043333,0.0,271.0,
T,2021-04-15,18:19:57,28.625940000,-81.700043333,0.0,47.2,
T,2021-04-15,18:19:58,28.625940000,-81.700043333,0.0,304.8,
T,2021-04-15,18:19:59,28.625940000,-81.700043333,0.0,210.2,
T,2021-04-15,18:20:00,28.625940000,-81.700043333,0.0,113.4,
T,2021-04-15,18:20:01,28.625938333,-81.700041667,0.0,111.1,
T,2021-04-15,18:20:02,28.625938333,-81.700041667,0.1,107.5,
T,2021-04-15,18:20:03,28.625938333,-81.700041667,0.0,138.8,
T,2021-04-15,18:20:04,28.625936667,-81.700041667,0.0,200.6,
T,2021-04-15,18:20:05,28.625936667,-81.700041667,0.0,255.7,
T,2021-04-15,18:20:06,28.625935000,-81.700041667,0.1,274.8,
T,2021-04-15,18:20:07,28.625935000,-81.700041667,0.1,280.5,
T,2021-04-15,18:20:08,28.625935000,-81.700041667,0.1,283.8,
T,2021-04-15,18:20:09,28.625933333,-81.700041667,0.1,304.1,
T,2021-04-15,18:20:10,28.625933333,-81.700041667,0.0,352.4,
T,2021-04-15,18:20:11,28.625931667,-81.700040000,0.0,111.3,
T,2021-04-15,18:20:12,28.625931667,-81.700040000,0.0,108.2,
T,2021-04-15,18:20:13,28.625930000,-81.700038333,0.0,109.7,
T,2021-04-15,18:20:14,28.625930000,-81.700038333,0.0,112.7,
T,2021-04-15,18:20:15,28.625928333,-81.700038333,0.0,175.4,
T,2021-04-15,18:20:16,28.625928333,-81.700036667,0.0,272.9,
T,2021-04-15,18:20:17,28.625928333,-81.700036667,0.0,298.6,
T,2021-04-15,18:20:18,28.625928333,-81.700036667,0.0,286.5,
T,2021-04-15,18:20:19,28.625928333,-81.700036667,0.0,290.4,
T,2021-04-15,18:20:20,28.625926667,-81.700036667,0.0,293.6,
T,2021-04-15,18:20:21,28.625926667,-81.700036667,0.0,352.6,
T,2021-04-15,18:20:22,28.625926667,-81.700036667,0.0,83.2,
T,2021-04-15,18:20:23,28.625926667,-81.700035000,0.0,113.8,
T,2021-04-15,18:20:24,28.625926667,-81.700035000,0.0,117.5,
T,2021-04-15,18:20:25,28.625926667,-81.700035000,0.0,107.8,
T,2021-04-15,18:20:26,28.625926667,-81.700033333,0.0,110.4,
T,2021-04-15,18:20:27,28.625925000,-81.700033333,0.0,156.1,
T,2021-04-15,18:20:28,28.625925000,-81.700033333,0.0,285.2,
T,2021-04-15,18:20:29,28.625926667,-81.700033333,0.0,299.7,
T,2021-04-15,18:20:30,28.625925000,-81.700035000,0.0,300.0,
T,2021-04-15,18:20:31,28.625926667,-81.700035000,0.0,303.1,
T,2021-04-15,18:20:32,28.625925000,-81.700035000,0.0,299.7,
T,2021-04-15,18:20:33,28.625925000,-81.700035000,0.0,346.4,
T,2021-04-15,18:20:34,28.625925000,-81.700035000,0.0,97.8,
T,2021-04-15,18:20:35,28.625925000,-81.700035000,0.0,125.1,
T,2021-04-15,18:20:36,28.625923333,-81.700035000,0.0,113.3,
T,2021-04-15,18:20:37,28.625923333,-81.700035000,0.0,129.5,
T,2021-04-15,18:20:38,28.625921667,-81.700035000,0.0,122.6,
T,2021-04-15,18:20:39,28.625921667,-81.700035000,0.0,166.3,
T,2021-04-15,18:20:40,28.625921667,-81.700035000,0.0,270.7,
T,2021-04-15,18:20:41,28.625921667,-81.700035000,0.0,304.5,
T,2021-04-15,18:20:42,28.625921667,-81.700036667,0.0,300.8,
T,2021-04-15,18:20:43,28.625921667,-81.700036667,0.0,298.4,
T,2021-04-15,18:20:44,28.625921667,-81.700036667,0.0,301.2,
T,2021-04-15,18:20:45,28.625921667,-81.700036667,0.0,336.0,
T,2021-04-15,18:20:46,28.625921667,-81.700036667,0.0,97.1,
T,2021-04-15,18:20:47,28.625921667,-81.700036667,0.0,107.1,
T,2021-04-15,18:20:48,28.625921667,-81.700036667,0.0,124.2,
T,2021-04-15,18:20:49,28.625921667,-81.700036667,0.0,122.6,
T,2021-04-15,18:20:50,28.625921667,-81.700036667,0.0,123.1,
T,2021-04-15,18:20:51,28.625921667,-81.700036667,0.0,165.4,
T,2021-04-15,18:20:52,28.625921667,-81.700036667,0.0,200.2,
T,2021-04-15,18:20:53,28.625921667,-81.700036667,0.0,291.0,
T,2021-04-15,18:20:54,28.625921667,-81.700036667,0.0,288.0,
T,2021-04-15,18:20:55,28.625921667,-81.700036667,0.0,284.1,
T,2021-04-15,18:20:56,28.625921667,-81.700036667,0.0,294.8,
T,2021-04-15,18:20:57,28.625921667,-81.700036667,0.0,308.5,
T,2021-04-15,18:20:58,28.625921667,-81.700036667,0.0,150.4,
T,2021-04-15,18:20:59,28.625921667,-81.700036667,0.0,129.5,
T,2021-04-15,18:21:00,28.625921667,-81.700036667,0.0,133.5,
T,2021-04-15,18:21:01,28.625921667,-81.700036667,0.0,130.7,
T,2021-04-15,18:21:02,28.625921667,-81.700036667,0.0,152.7,
T,2021-04-15,18:21:03,28.625921667,-81.700036667,0.0,286.6,
T,2021-04-15,18:21:04,28.625921667,-81.700036667,0.0,313.6,
T,2021-04-15,18:21:05,28.625921667,-81.700036667,0.0,310.6,
T,2021-04-15,18:21:06,28.625921667,-81.700036667,0.0,306.3,
T,2021-04-15,18:21:07,28.625921667,-81.700036667,0.0,302.4,
T,2021-04-15,18:21:08,28.625921667,-81.700036667,0.0,302.0,
T,2021-04-15,18:21:09,28.625921667,-81.700036667,0.0,233.3,
T,2021-04-15,18:21:10,28.625921667,-81.700036667,0.0,117.9,
T,2021-04-15,18:21:11,28.625921667,-81.700036667,0.0,119.0,
T,2021-04-15,18:21:12,28.625921667,-81.700036667,0.0,125.0,
T,2021-04-15,18:21:13,28.625921667,-81.700036667,0.0,122.7,
T,2021-04-15,18:21:14,28.625921667,-81.700036667,0.0,117.5,
T,2021-04-15,18:21:15,28.625921667,-81.700036667,0.0,167.2,
T,2021-04-15,18:21:16,28.625921667,-81.700036667,0.0,269.9,
T,2021-04-15,18:21:17,28.625921667,-81.700036667,0.0,322.5,
T,2021-04-15,18:21:18,28.625921667,-81.700036667,0.0,317.2,
T,2021-04-15,18:21:19,28.625921667,-81.700036667,0.0,323.6,
T,2021-04-15,18:21:20,28.625921667,-81.700036667,0.0,312.2,
T,2021-04-15,18:21:21,28.625921667,-81.700036667,0.0,293.7,
T,2021-04-15,18:21:22,28.625921667,-81.700036667,0.0,155.5,
T,2021-04-15,18:21:23,28.625921667,-81.700036667,0.0,147.0,
T,2021-04-15,18:21:24,28.625921667,-81.700036667,0.0,145.8,
T,2021-04-15,18:21:25,28.625921667,-81.700036667,0.0,143.1,
T,2021-04-15,18:21:26,28.625921667,-81.700036667,0.0,140.0,
T,2021-04-15,18:21:27,28.625921667,-81.700036667,0.0,118.3,
T,2021-04-15,18:21:28,28.625921667,-81.700036667,0.0,335.4,
T,2021-04-15,18:21:29,28.625921667,-81.700036667,0.0,334.1,
T,2021-04-15,18:21:30,28.625921667,-81.700036667,0.0,343.7,
T,2021-04-15,18:21:31,28.625921667,-81.700036667,0.0,331.2,
T,2021-04-15,18:21:32,28.625921667,-81.700036667,0.0,337.4,
T,2021-04-15,18:21:33,28.625921667,-81.700036667,0.0,338.6,
T,2021-04-15,18:21:34,28.625921667,-81.700036667,0.0,227.4,
T,2021-04-15,18:21:35,28.625921667,-81.700036667,0.0,199.5,
T,2021-04-15,18:21:36,28.625921667,-81.700036667,0.0,194.2,
T,2021-04-15,18:21:37,28.625921667,-81.700036667,0.0,180.0,
T,2021-04-15,18:21:38,28.625921667,-81.700036667,0.0,184.2,
T,2021-04-15,18:21:39,28.625921667,-81.700036667,0.0,122.7,
T,2021-04-15,18:21:40,28.625921667,-81.700036667,0.0,39.5,
T,2021-04-15,18:21:41,28.625921667,-81.700036667,0.0,8.0,
T,2021-04-15,18:21:42,28.625921667,-81.700036667,0.0,16.7,
T,2021-04-15,18:21:43,28.625921667,-81.700036667,0.0,3.7,
T,2021-04-15,18:21:44,28.625921667,-81.700036667,0.0,12.8,
T,2021-04-15,18:21:45,28.625921667,-81.700036667,0.0,335.7,
T,2021-04-15,18:21:46,28.625921667,-81.700036667,0.0,264.1,
T,2021-04-15,18:21:47,28.625921667,-81.700036667,0.0,191.5,
T,2021-04-15,18:21:48,28.625921667,-81.700036667,0.0,195.8,
T,2021-04-15,18:21:49,28.625921667,-81.700036667,0.0,201.3,
T,2021-04-15,18:21:50,28.625921667,-81.700036667,0.0,189.7,
T,2021-04-15,18:21:51,28.625921667,-81.700036667,0.0,173.0,
T,2021-04-15,18:21:52,28.625921667,-81.700036667,0.0,37.2,
T,2021-04-15,18:21:53,28.625921667,-81.700036667,0.0,5.1,
T,2021-04-15,18:21:54,28.625921667,-81.700036667,0.0,6.0,
T,2021-04-15,18:21:55,28.625921667,-81.700036667,0.0,0.4,
T,2021-04-15,18:21:56,28.625921667,-81.700036667,0.0,15.5,
T,2021-04-15,18:21:57,28.625921667,-81.700036667,0.0,340.8,
T,2021-04-15,18:21:58,28.625921667,-81.700036667,0.0,254.3,
T,2021-04-15,18:21:59,28.625921667,-81.700036667,0.0,194.8,
T,2021-04-15,18:22:00,28.625921667,-81.700036667,0.0,213.0,
T,2021-04-15,18:22:01,28.625921667,-81.700036667,0.0,196.9,
T,2021-04-15,18:22:02,28.625921667,-81.700036667,0.0,192.0,
T,2021-04-15,18:22:03,28.625921667,-81.700036667,0.0,184.5,
T,2021-04-15,18:22:04,28.625921667,-81.700036667,0.0,52.2,
T,2021-04-15,18:22:05,28.625921667,-81.700036667,0.0,13.2,
T,2021-04-15,18:22:06,28.625921667,-81.700036667,0.0,4.2,
T,2021-04-15,18:22:07,28.625921667,-81.700036667,0.0,3.6,
T,2021-04-15,18:22:08,28.625921667,-81.700036667,0.0,356.2,
T,2021-04-15,18:22:09,28.625921667,-81.700036667,0.0,329.2,
T,2021-04-15,18:22:10,28.625921667,-81.700036667,0.0,251.8,
T,2021-04-15,18:22:11,28.625921667,-81.700036667,0.0,186.2,
T,2021-04-15,18:22:12,28.625921667,-81.700036667,0.0,198.4,
T,2021-04-15,18:22:13,28.625921667,-81.700036667,0.0,188.8,
T,2021-04-15,18:22:14,28.625921667,-81.700036667,0.0,193.8,
T,2021-04-15,18:22:15,28.625921667,-81.700036667,0.0,192.0,
T,2021-04-15,18:22:16,28.625921667,-81.700036667,0.0,67.9,
T,2021-04-15,18:22:17,28.625921667,-81.700036667,0.0,18.6,
T,2021-04-15,18:22:18,28.625921667,-81.700036667,0.0,13.3,
T,2021-04-15,18:22:19,28.625921667,-81.700036667,0.0,24.5,
T,2021-04-15,18:22:20,28.625921667,-81.700036667,0.0,10.3,
T,2021-04-15,18:22:21,28.625921667,-81.700036667,0.0,273.2,
T,2021-04-15,18:22:22,28.625921667,-81.700036667,0.0,230.9,
T,2021-04-15,18:22:23,28.625921667,-81.700036667,0.0,228.1,
T,2021-04-15,18:22:24,28.625921667,-81.700036667,0.0,251.7,
T,2021-04-15,18:22:25,28.625921667,-81.700036667,0.0,252.7,
T,2021-04-15,18:22:26,28.625921667,-81.700036667,0.0,240.2,
T,2021-04-15,18:22:27,28.625921667,-81.700036667,0.0,332.4,
T,2021-04-15,18:22:28,28.625921667,-81.700036667,0.0,6.7,
T,2021-04-15,18:22:29,28.625921667,-81.700036667,0.0,36.8,
T,2021-04-15,18:22:30,28.625921667,-81.700036667,0.0,55.8,
T,2021-04-15,18:22:31,28.625921667,-81.700036667,0.0,33.5,
T,2021-04-15,18:22:32,28.625921667,-81.700036667,0.0,37.6,
T,2021-04-15,18:22:33,28.625921667,-81.700036667,0.0,183.3,
T,2021-04-15,18:22:34,28.625921667,-81.700036667,0.0,204.0,
T,2021-04-15,18:22:35,28.625921667,-81.700036667,0.0,252.8,
T,2021-04-15,18:22:36,28.625921667,-81.700036667,0.0,242.6,
T,2021-04-15,18:22:37,28.625921667,-81.700036667,0.0,244.7,
T,2021-04-15,18:22:38,28.625921667,-81.700036667,0.0,250.5,
T,2021-04-15,18:22:39,28.625921667,-81.700036667,0.0,286.7,
T,2021-04-15,18:22:40,28.625921667,-81.700036667,0.0,17.3,
T,2021-04-15,18:22:41,28.625921667,-81.700036667,0.0,45.5,
T,2021-04-15,18:22:42,28.625921667,-81.700036667,0.0,41.9,
T,2021-04-15,18:22:43,28.625921667,-81.700036667,0.0,36.1,
T,2021-04-15,18:22:44,28.625921667,-81.700036667,0.0,40.4,
T,2021-04-15,18:22:45,28.625921667,-81.700036667,0.0,52.5,
T,2021-04-15,18:22:46,28.625921667,-81.700036667,0.0,201.8,
T,2021-04-15,18:22:47,28.625921667,-81.700036667,0.0,239.3,
T,2021-04-15,18:22:48,28.625921667,-81.700036667,0.0,249.5,
T,2021-04-15,18:22:49,28.625921667,-81.700036667,0.0,235.6,
T,2021-04-15,18:22:50,28.625921667,-81.700036667,0.0,226.8,
T,2021-04-15,18:22:51,28.625921667,-81.700036667,0.0,282.0,
T,2021-04-15,18:22:52,28.625921667,-81.700036667,0.0,51.8,
T,2021-04-15,18:22:53,28.625921667,-81.700036667,0.0,118.4,
T,2021-04-15,18:22:54,28.625921667,-81.700036667,0.0,115.5,
T,2021-04-15,18:22:55,28.625921667,-81.700036667,0.0,119.2,
T,2021-04-15,18:22:56,28.625921667,-81.700036667,0.0,114.4,
T,2021-04-15,18:22:57,28.625921667,-81.700036667,0.0,174.6,
T,2021-04-15,18:22:58,28.625921667,-81.700036667,0.0,236.1,
T,2021-04-15,18:22:59,28.625921667,-81.700036667,0.0,274.6,
T,2021-04-15,18:23:00,28.625921667,-81.700036667,0.0,290.7,
T,2021-04-15,18:23:01,28.625921667,-81.700036667,0.0,287.2,
T,2021-04-15,18:23:02,28.625921667,-81.700036667,0.0,276.6,
T,2021-04-15,18:23:03,28.625921667,-81.700036667,0.0,310.3,
T,2021-04-15,18:23:04,28.625921667,-81.700036667,0.0,59.6,
T,2021-04-15,18:23:05,28.625921667,-81.700036667,0.0,134.7,
T,2021-04-15,18:23:06,28.625921667,-81.700036667,0.0,70.7,
T,2021-04-15,18:23:07,28.625921667,-81.700036667,0.0,72.1,
T,2021-04-15,18:23:08,28.625921667,-81.700036667,0.0,66.2,
T,2021-04-15,18:23:09,28.625921667,-81.700036667,0.0,165.6,
T,2021-04-15,18:23:10,28.625921667,-81.700036667,0.0,255.3,
T,2021-04-15,18:23:11,28.625921667,-81.700036667,0.0,295.1,
T,2021-04-15,18:23:12,28.625921667,-81.700036667,0.0,287.8,
T,2021-04-15,18:23:13,28.625921667,-81.700036667,0.0,321.1,
T,2021-04-15,18:23:14,28.625921667,-81.700036667,0.0,308.8,
T,2021-04-15,18:23:15,28.625921667,-81.700036667,0.0,343.6,
T,2021-04-15,18:23:16,28.625921667,-81.700036667,0.0,65.4,
T,2021-04-15,18:23:17,28.625921667,-81.700036667,0.0,118.5,
T,2021-04-15,18:23:18,28.625921667,-81.700036667,0.0,122.0,
T,2021-04-15,18:23:19,28.625921667,-81.700036667,0.0,120.3,
T,2021-04-15,18:23:20,28.625921667,-81.700036667,0.0,118.8,
T,2021-04-15,18:23:21,28.625921667,-81.700036667,0.0,157.0,
T,2021-04-15,18:23:22,28.625921667,-81.700036667,0.0,228.9,
T,2021-04-15,18:23:23,28.625921667,-81.700036667,0.0,295.7,
T,2021-04-15,18:23:24,28.625921667,-81.700036667,0.0,307.3,
T,2021-04-15,18:23:25,28.625921667,-81.700036667,0.0,299.4,
T,2021-04-15,18:23:26,28.625921667,-81.700036667,0.0,308.3,
T,2021-04-15,18:23:27,28.625921667,-81.700036667,0.0,339.8,
T,2021-04-15,18:23:28,28.625921667,-81.700036667,0.0,75.8,
T,2021-04-15,18:23:29,28.625921667,-81.700036667,0.0,84.7,
T,2021-04-15,18:23:30,28.625921667,-81.700036667,0.0,42.4,
T,2021-04-15,18:23:31,28.625921667,-81.700036667,0.0,82.6,
T,2021-04-15,18:23:32,28.625921667,-81.700036667,0.0,45.3,
T,2021-04-15,18:23:33,28.625921667,-81.700036667,0.0,96.6,
T,2021-04-15,18:23:34,28.625921667,-81.700036667,0.0,297.8,
T,2021-04-15,18:23:35,28.625921667,-81.700036667,0.0,295.8,
T,2021-04-15,18:23:36,28.625921667,-81.700036667,0.0,342.3,
T,2021-04-15,18:23:37,28.625921667,-81.700036667,0.0,251.7,
T,2021-04-15,18:23:38,28.625921667,-81.700036667,0.0,249.8,
T,2021-04-15,18:23:39,28.625921667,-81.700036667,0.0,317.3,
T,2021-04-15,18:23:40,28.625921667,-81.700036667,0.0,144.1,
T,2021-04-15,18:23:41,28.625921667,-81.700036667,0.0,0.0,
T,2021-04-15,18:23:42,28.625921667,-81.700036667,0.0,71.0,
T,2021-04-15,18:23:43,28.625921667,-81.700036667,0.0,23.9,
T,2021-04-15,18:23:44,28.625921667,-81.700036667,0.0,112.7,
T,2021-04-15,18:23:45,28.625921667,-81.700036667,0.0,150.8,
T,2021-04-15,18:23:46,28.625921667,-81.700036667,0.0,302.9,
T,2021-04-15,18:23:47,28.625921667,-81.700036667,0.2,60.7,
T,2021-04-15,18:23:48,28.625921667,-81.700036667,0.2,61.9,
T,2021-04-15,18:23:49,28.625921667,-81.700036667,0.0,18.7,
T,2021-04-15,18:23:50,28.625921667,-81.700036667,0.1,149.3,
T,2021-04-15,18:23:51,28.625921667,-81.700036667,0.0,217.8,
T,2021-04-15,18:23:52,28.625921667,-81.700036667,0.0,185.5,
T,2021-04-15,18:23:53,28.625921667,-81.700036667,0.0,250.4,
T,2021-04-15,18:23:54,28.625921667,-81.700036667,0.0,260.9,
T,2021-04-15,18:23:55,28.625921667,-81.700036667,0.2,90.5,
T,2021-04-15,18:23:56,28.625921667,-81.700036667,0.3,346.4,
T,2021-04-15,18:23:57,28.625923333,-81.700036667,0.3,153.5,
T,2021-04-15,18:23:58,28.625923333,-81.700035000,0.2,148.1,
T,2021-04-15,18:23:59,28.625921667,-81.700035000,0.1,123.8,
T,2021-04-15,18:24:00,28.625921667,-81.700035000,0.1,188.7,
T,2021-04-15,18:24:01,28.625921667,-81.700035000,0.0,204.3,
T,2021-04-15,18:24:02,28.625921667,-81.700035000,0.1,122.1,
T,2021-04-15,18:24:03,28.625920000,-81.700035000,0.1,122.6,
T,2021-04-15,18:24:04,28.625920000,-81.700033333,0.1,121.3,
T,2021-04-15,18:24:05,28.625920000,-81.700033333,0.2,140.4,
T,2021-04-15,18:24:06,28.625920000,-81.700033333,0.4,146.6,
T,2021-04-15,18:24:07,28.625918333,-81.700031667,0.6,293.1,
T,2021-04-15,18:24:08,28.625920000,-81.700035000,1.9,321.3,
T,2021-04-15,18:24:09,28.625923333,-81.700040000,2.2,296.9,
T,2021-04-15,18:24:10,28.625928333,-81.700048333,2.5,277.0,
T,2021-04-15,18:24:11,28.625928333,-81.700060000,3.1,254.4,
T,2021-04-15,18:24:12,28.625921667,-81.700070000,3.3,219.3,
T,2021-04-15,18:24:13,28.625911667,-81.700075000,2.8,198.6,
T,2021-04-15,18:24:14,28.625903333,-81.700078333,2.8,194.7,
T,2021-04-15,18:24:15,28.625893333,-81.700081667,2.8,191.4,
T,2021-04-15,18:24:16,28.625885000,-81.700085000,2.4,199.5,
T,2021-04-15,18:24:17,28.625875000,-81.700086667,3.1,194.9,
T,2021-04-15,18:24:18,28.625865000,-81.700090000,3.0,185.0,
T,2021-04-15,18:24:19,28.625855000,-81.700091667,2.5,184.9,
T,2021-04-15,18:24:20,28.625845000,-81.700093333,2.3,178.7,
T,2021-04-15,18:24:21,28.625835000,-81.700093333,2.9,182.8,
T,2021-04-15,18:24:22,28.625826667,-81.700095000,2.2,196.2,
T,2021-04-15,18:24:23,28.625816667,-81.700098333,2.9,193.6,
T,2021-04-15,18:24:24,28.625806667,-81.700101667,3.0,183.8,
T,2021-04-15,18:24:25,28.625795000,-81.700103333,3.3,185.3,
T,2021-04-15,18:24:26,28.625785000,-81.700103333,2.3,185.5,
T,2021-04-15,18:24:27,28.625775000,-81.700105000,2.4,171.8,
T,2021-04-15,18:24:28,28.625766667,-81.700103333,2.0,162.5,
T,2021-04-15,18:24:29,28.625760000,-81.700101667,1.7,172.6,
T,2021-04-15,18:24:30,28.625755000,-81.700103333,0.9,168.9,
T,2021-04-15,18:24:31,28.625755000,-81.700106667,0.4,280.6,
T,2021-04-15,18:24:32,28.625753333,-81.700110000,0.0,137.3,
T,2021-04-15,18:24:33,28.625753333,-81.700113333,0.2,11.3,
T,2021-04-15,18:24:34,28.625753333,-81.700115000,0.4,297.6,
T,2021-04-15,18:24:35,28.625753333,-81.700116667,0.1,59.6,
T,2021-04-15,18:24:36,28.625753333,-81.700115000,0.2,176.7,
T,2021-04-15,18:24:37,28.625753333,-81.700115000,0.3,103.3,
T,2021-04-15,18:24:38,28.625753333,-81.700115000,0.0,88.9,
