ype,date,time,latitude,longitude,speed_mph,course
T,2021-04-15,18:31:13,28.625078333,-81.700098333,2.0,30.2,
T,2021-04-15,18:31:14,28.625083333,-81.700093333,1.7,49.6,
T,2021-04-15,18:31:15,28.625088333,-81.700086667,1.9,56.9,
T,2021-04-15,18:31:16,28.625091667,-81.700076667,2.3,54.4,
T,2021-04-15,18:31:17,28.625096667,-81.700070000,1.7,40.9,
T,2021-04-15,18:31:18,28.625100000,-81.700065000,1.5,46.1,
T,2021-04-15,18:31:19,28.625103333,-81.700058333,1.7,51.4,
T,2021-04-15,18:31:20,28.625108333,-81.700053333,1.7,52.3,
T,2021-04-15,18:31:21,28.625111667,-81.700045000,2.1,49.4,
T,2021-04-15,18:31:22,28.625118333,-81.700036667,2.3,54.5,
T,2021-04-15,18:31:23,28.625121667,-81.700028333,2.1,67.8,
T,2021-04-15,18:31:24,28.625126667,-81.700018333,2.4,65.1,
T,2021-04-15,18:31:25,28.625128333,-81.700008333,1.9,73.2,
T,2021-04-15,18:31:27,28.625133333,-81.699991667,1.8,67.0,
T,2021-04-15,18:31:28,28.625136667,-81.699983333,2.1,64.3,
T,2021-04-15,18:31:29,28.625141667,-81.699975000,2.0,48.7,
T,2021-04-15,18:31:30,28.625146667,-81.699968333,2.1,47.9,
T,2021-04-15,18:31:31,28.625151667,-81.699960000,2.1,58.0,
T,2021-04-15,18:31:32,28.625156667,-81.699951667,1.9,48.1,
T,2021-04-15,18:31:33,28.625160000,-81.699943333,2.0,72.9,
T,2021-04-15,18:31:34,28.625161667,-81.699936667,1.1,72.2,
T,2021-04-15,18:31:35,28.625161667,-81.699933333,0.4,88.1,
T,2021-04-15,18:31:36,28.625163333,-81.699928333,1.2,72.6,
T,2021-04-15,18:31:37,28.625163333,-81.699920000,1.9,88.7,
T,2021-04-15,18:31:38,28.625163333,-81.699910000,2.3,90.3,
T,2021-04-15,18:31:39,28.625163333,-81.699898333,2.0,93.6,
T,2021-04-15,18:31:40,28.625163333,-81.699888333,2.3,95.3,
T,2021-04-15,18:31:41,28.625161667,-81.699878333,2.1,98.2,
T,2021-04-15,18:31:42,28.625160000,-81.699868333,2.0,98.4,
T,2021-04-15,18:31:43,28.625160000,-81.699858333,2.2,98.1,
T,2021-04-15,18:31:44,28.625158333,-81.699848333,2.3,103.3,
T,2021-04-15,18:31:45,28.625156667,-81.699838333,2.6,100.5,
T,2021-04-15,18:31:46,28.625155000,-81.699826667,2.5,98.4,
T,2021-04-15,18:31:47,28.625155000,-81.699815000,2.3,93.3,
T,2021-04-15,18:31:48,28.625153333,-81.699805000,2.2,91.5,
T,2021-04-15,18:31:49,28.625153333,-81.699795000,2.2,87.2,
T,2021-04-15,18:31:50,28.625153333,-81.699785000,2.1,92.6,
T,2021-04-15,18:31:51,28.625153333,-81.699775000,2.5,99.3,
T,2021-04-15,18:31:52,28.625153333,-81.699763333,2.3,91.5,
T,2021-04-15,18:31:53,28.625151667,-81.699751667,2.5,93.7,
T,2021-04-15,18:31:54,28.625151667,-81.699741667,2.4,88.1,
T,2021-04-15,18:31:55,28.625151667,-81.699730000,2.3,96.2,
T,2021-04-15,18:31:56,28.625150000,-81.699720000,2.1,97.5,
T,2021-04-15,18:31:57,28.625150000,-81.699710000,2.1,92.1,
T,2021-04-15,18:31:58,28.625150000,-81.699700000,2.3,95.5,
T,2021-04-15,18:31:59,28.625148333,-81.699688333,2.4,97.3,
T,2021-04-15,18:32:00,28.625148333,-81.699680000,1.6,84.6,
T,2021-04-15,18:32:01,28.625150000,-81.699675000,0.8,62.7,
T,2021-04-15,18:32:02,28.625150000,-81.699673333,0.1,41.5,
T,2021-04-15,18:32:03,28.625151667,-81.699673333,0.2,327.0,
T,2021-04-15,18:32:04,28.625153333,-81.699673333,0.1,118.8,
T,2021-04-15,18:32:05,28.625153333,-81.699675000,0.2,296.1,
T,2021-04-15,18:32:06,28.625153333,-81.699675000,0.0,128.5,
T,2021-04-15,18:32:07,28.625153333,-81.699675000,0.1,99.9,
T,2021-04-15,18:32:08,28.625153333,-81.699675000,0.1,192.7,
T,2021-04-15,18:32:09,28.625153333,-81.699675000,0.1,320.2,
T,2021-04-15,18:32:10,28.625153333,-81.699675000,0.5,292.4,
T,2021-04-15,18:32:11,28.625153333,-81.699676667,0.1,107.2,
T,2021-04-15,18:32:12,28.625153333,-81.699676667,0.2,103.1,
T,2021-04-15,18:32:13,28.625153333,-81.699675000,0.2,100.8,
T,2021-04-15,18:32:14,28.625153333,-81.699675000,0.0,349.0,
T,2021-04-15,18:32:15,28.625153333,-81.699675000,0.1,214.3,
T,2021-04-15,18:32:16,28.625153333,-81.699675000,0.1,190.4,
T,2021-04-15,18:32:17,28.625153333,-81.699675000,0.0,195.9,
T,2021-04-15,18:32:18,28.625153333,-81.699675000,0.1,108.4,
T,2021-04-15,18:32:19,28.625153333,-81.699675000,0.0,206.8,
T,2021-04-15,18:32:20,28.625153333,-81.699675000,0.0,182.1,
T,2021-04-15,18:32:21,28.625153333,-81.699675000,0.0,54.2,
T,2021-04-15,18:32:22,28.625153333,-81.699675000,0.1,316.6,
T,2021-04-15,18:32:23,28.625153333,-81.699675000,0.1,285.6,
T,2021-04-15,18:32:24,28.625153333,-81.699675000,0.0,330.1,
T,2021-04-15,18:32:25,28.625153333,-81.699675000,0.0,265.8,
T,2021-04-15,18:32:26,28.625153333,-81.699675000,0.0,70.5,
T,2021-04-15,18:32:27,28.625153333,-81.699675000,0.1,89.5,
T,2021-04-15,18:32:28,28.625153333,-81.699675000,0.0,204.0,
T,2021-04-15,18:32:29,28.625153333,-81.699675000,0.0,212.7,
T,2021-04-15,18:32:30,28.625153333,-81.699675000,0.1,243.2,
T,2021-04-15,18:32:31,28.625153333,-81.699675000,0.0,125.0,
T,2021-04-15,18:32:32,28.625153333,-81.699675000,0.0,137.4,
T,2021-04-15,18:32:33,28.625153333,-81.699675000,0.1,46.0,
T,2021-04-15,18:32:34,28.625153333,-81.699675000,0.8,99.6,
T,2021-04-15,18:32:35,28.625153333,-81.699673333,0.6,28.4,
T,2021-04-15,18:32:36,28.625155000,-81.699671667,0.2,20.8,
T,2021-04-15,18:32:37,28.625155000,-81.699671667,0.2,26.6,
T,2021-04-15,18:32:38,28.625156667,-81.699671667,0.1,25.8,
T,2021-04-15,18:32:39,28.625156667,-81.699671667,0.0,28.1,
T,2021-04-15,18:32:40,28.625156667,-81.699671667,0.0,208.3,
T,2021-04-15,18:32:41,28.625156667,-81.699671667,0.1,251.1,
T,2021-04-15,18:32:42,28.625156667,-81.699671667,0.1,271.9,
T,2021-04-15,18:32:43,28.625156667,-81.699671667,0.2,274.5,
T,2021-04-15,18:32:44,28.625156667,-81.699671667,0.1,98.8,
T,2021-04-15,18:32:45,28.625156667,-81.699671667,0.1,58.9,
T,2021-04-15,18:32:46,28.625156667,-81.699671667,0.7,31.2,
T,2021-04-15,18:32:47,28.625158333,-81.699670000,0.6,37.5,
T,2021-04-15,18:32:48,28.625158333,-81.699668333,0.8,128.4,
T,2021-04-15,18:32:49,28.625156667,-81.699666667,0.4,130.4,
T,2021-04-15,18:32:50,28.625155000,-81.699665000,0.7,120.7,
T,2021-04-15,18:32:51,28.625153333,-81.699666667,0.9,234.6,
T,2021-04-15,18:32:52,28.625151667,-81.699666667,0.2,154.8,
T,2021-04-15,18:32:53,28.625151667,-81.699666667,0.2,157.3,
T,2021-04-15,18:32:54,28.625151667,-81.699666667,0.2,167.4,
T,2021-04-15,18:32:55,28.625151667,-81.699666667,0.1,191.4,
T,2021-04-15,18:32:56,28.625151667,-81.699666667,0.0,210.4,
T,2021-04-15,18:32:57,28.625150000,-81.699666667,0.0,153.4,
T,2021-04-15,18:32:58,28.625150000,-81.699666667,0.1,20.3,
T,2021-04-15,18:32:59,28.625151667,-81.699666667,0.3,84.5,
T,2021-04-15,18:33:00,28.625151667,-81.699665000,0.2,261.1,
T,2021-04-15,18:33:01,28.625151667,-81.699665000,0.2,356.5,
T,2021-04-15,18:33:02,28.625151667,-81.699665000,0.5,41.6,
T,2021-04-15,18:33:03,28.625153333,-81.699663333,0.2,309.7,
T,2021-04-15,18:33:04,28.625153333,-81.699663333,0.2,116.3,
T,2021-04-15,18:33:05,28.625153333,-81.699663333,0.3,8.6,
T,2021-04-15,18:33:06,28.625155000,-81.699663333,0.4,358.2,
T,2021-04-15,18:33:07,28.625156667,-81.699663333,0.3,1.2,
T,2021-04-15,18:33:08,28.625156667,-81.699663333,0.2,4.7,
T,2021-04-15,18:33:09,28.625158333,-81.699663333,0.5,132.8,
T,2021-04-15,18:33:10,28.625156667,-81.699661667,0.5,146.9,
T,2021-04-15,18:33:11,28.625155000,-81.699660000,0.5,145.2,
T,2021-04-15,18:33:12,28.625153333,-81.699658333,0.5,141.7,
T,2021-04-15,18:33:13,28.625151667,-81.699656667,0.6,123.6,
T,2021-04-15,18:33:14,28.625150000,-81.699655000,0.5,133.2,
T,2021-04-15,18:33:15,28.625148333,-81.699653333,0.5,135.4,
T,2021-04-15,18:33:16,28.625146667,-81.699651667,0.5,133.0,
T,2021-04-15,18:33:17,28.625146667,-81.699650000,0.5,140.6,
T,2021-04-15,18:33:18,28.625145000,-81.699648333,0.5,119.9,
T,2021-04-15,18:33:19,28.625143333,-81.699646667,0.7,106.6,
T,2021-04-15,18:33:20,28.625143333,-81.699640000,1.8,91.5,
T,2021-04-15,18:33:21,28.625143333,-81.699630000,2.1,92.1,
T,2021-04-15,18:33:22,28.625141667,-81.699620000,2.1,93.9,
T,2021-04-15,18:33:23,28.625141667,-81.699608333,2.4,107.5,
T,2021-04-15,18:33:24,28.625141667,-81.699598333,2.1,74.5,
T,2021-04-15,18:33:25,28.625145000,-81.699590000,1.6,74.2,
T,2021-04-15,18:33:26,28.625146667,-81.699580000,2.1,80.4,
T,2021-04-15,18:33:27,28.625146667,-81.699570000,1.9,74.4,
T,2021-04-15,18:33:28,28.625148333,-81.699560000,2.1,87.8,
T,2021-04-15,18:33:29,28.625148333,-81.699550000,2.5,94.0,
T,2021-04-15,18:33:30,28.625146667,-81.699538333,2.4,93.1,
T,2021-04-15,18:33:31,28.625146667,-81.699526667,2.3,90.6,
T,2021-04-15,18:33:32,28.625146667,-81.699515000,2.5,96.9,
T,2021-04-15,18:33:33,28.625145000,-81.699503333,2.3,100.1,
T,2021-04-15,18:33:34,28.625143333,-81.699493333,2.1,99.5,
T,2021-04-15,18:33:35,28.625143333,-81.699481667,2.3,83.1,
T,2021-04-15,18:33:36,28.625145000,-81.699471667,2.3,78.2,
T,2021-04-15,18:33:37,28.625146667,-81.699460000,2.5,80.5,
T,2021-04-15,18:33:38,28.625148333,-81.699448333,2.4,87.0,
T,2021-04-15,18:33:39,28.625148333,-81.699436667,2.4,92.4,
T,2021-04-15,18:33:40,28.625148333,-81.699425000,2.3,80.4,
T,2021-04-15,18:33:41,28.625151667,-81.699415000,2.1,68.6,
T,2021-04-15,18:33:42,28.625153333,-81.699405000,2.2,79.1,
T,2021-04-15,18:33:43,28.625155000,-81.699395000,2.3,82.2,
T,2021-04-15,18:33:44,28.625158333,-81.699385000,2.5,72.8,
T,2021-04-15,18:33:45,28.625161667,-81.699373333,2.5,70.4,
T,2021-04-15,18:33:46,28.625165000,-81.699361667,2.5,70.1,
T,2021-04-15,18:33:47,28.625170000,-81.699351667,2.3,67.3,
T,2021-04-15,18:33:48,28.625173333,-81.699341667,2.0,63.3,
T,2021-04-15,18:33:49,28.625176667,-81.699333333,2.1,78.5,
T,2021-04-15,18:33:50,28.625180000,-81.699323333,2.0,85.8,
T,2021-04-15,18:33:51,28.625180000,-81.699315000,2.1,74.2,
T,2021-04-15,18:33:52,28.625183333,-81.699305000,2.4,58.2,
T,2021-04-15,18:33:53,28.625188333,-81.699295000,2.6,57.5,
T,2021-04-15,18:33:54,28.625193333,-81.699283333,2.5,61.3,
T,2021-04-15,18:33:55,28.625196667,-81.699273333,2.5,73.0,
T,2021-04-15,18:33:56,28.625200000,-81.699261667,2.4,74.9,
T,2021-04-15,18:33:57,28.625201667,-81.699251667,2.2,74.5,
T,2021-04-15,18:33:58,28.625205000,-81.699241667,2.3,77.7,
T,2021-04-15,18:33:59,28.625206667,-81.699231667,1.9,62.5,
T,2021-04-15,18:34:00,28.625211667,-81.699225000,2.0,48.7,
T,2021-04-15,18:34:01,28.625216667,-81.699218333,2.2,47.0,
T,2021-04-15,18:34:02,28.625223333,-81.699208333,2.4,55.2,
T,2021-04-15,18:34:03,28.625228333,-81.699200000,2.5,67.6,
T,2021-04-15,18:34:04,28.625231667,-81.699190000,2.2,64.2,
T,2021-04-15,18:34:05,28.625236667,-81.699180000,2.2,61.0,
T,2021-04-15,18:34:06,28.625240000,-81.699171667,2.1,65.5,
T,2021-04-15,18:34:07,28.625243333,-81.699163333,2.2,59.2,
T,2021-04-15,18:34:08,28.625248333,-81.699155000,2.3,59.7,
T,2021-04-15,18:34:09,28.625253333,-81.699145000,2.4,64.6,
T,2021-04-15,18:34:10,28.625256667,-81.699135000,2.4,67.6,
T,2021-04-15,18:34:11,28.625260000,-81.699125000,2.3,70.2,
T,2021-04-15,18:34:12,28.625263333,-81.699115000,2.3,69.8,
T,2021-04-15,18:34:13,28.625266667,-81.699105000,2.3,60.5,
T,2021-04-15,18:34:14,28.625270000,-81.699095000,2.3,65.3,
T,2021-04-15,18:34:15,28.625273333,-81.699086667,2.0,68.1,
T,2021-04-15,18:34:16,28.625276667,-81.699075000,2.4,74.5,
T,2021-04-15,18:34:17,28.625278333,-81.699065000,2.3,77.7,
T,2021-04-15,18:34:18,28.625280000,-81.699055000,2.2,66.3,
T,2021-04-15,18:34:19,28.625283333,-81.699043333,2.2,83.7,
T,2021-04-15,18:34:20,28.625283333,-81.699035000,1.8,93.9,
T,2021-04-15,18:34:21,28.625283333,-81.699025000,2.2,92.9,
T,2021-04-15,18:34:22,28.625281667,-81.699013333,2.7,107.1,
T,2021-04-15,18:34:23,28.625278333,-81.699001667,2.6,102.5,
T,2021-04-15,18:34:24,28.625276667,-81.698991667,2.6,99.4,
T,2021-04-15,18:34:25,28.625275000,-81.698980000,2.2,93.9,
T,2021-04-15,18:34:26,28.625275000,-81.698970000,2.3,94.2,
T,2021-04-15,18:34:27,28.625273333,-81.698958333,2.3,100.3,
T,2021-04-15,18:34:28,28.625271667,-81.698948333,2.3,100.6,
T,2021-04-15,18:34:29,28.625268333,-81.698936667,2.4,103.7,
T,2021-04-15,18:34:30,28.625266667,-81.698926667,2.4,104.8,
T,2021-04-15,18:34:31,28.625265000,-81.698916667,2.3,98.7,
T,2021-04-15,18:34:32,28.625263333,-81.698905000,2.3,98.0,
T,2021-04-15,18:34:33,28.625261667,-81.698895000,2.4,95.6,
T,2021-04-15,18:34:34,28.625260000,-81.698886667,2.1,98.8,
T,2021-04-15,18:34:35,28.625260000,-81.698878333,1.6,95.7,
T,2021-04-15,18:34:36,28.625258333,-81.698870000,1.9,108.0,
T,2021-04-15,18:34:37,28.625256667,-81.698861667,1.9,100.2,
T,2021-04-15,18:34:38,28.625256667,-81.698855000,0.8,73.2,
T,2021-04-15,18:34:39,28.625251667,-81.698851667,1.1,144.5,
T,2021-04-15,18:34:40,28.625248333,-81.698848333,1.8,129.6,
T,2021-04-15,18:34:41,28.625243333,-81.698841667,2.3,124.5,
T,2021-04-15,18:34:42,28.625236667,-81.698831667,2.6,133.9,
T,2021-04-15,18:34:43,28.625228333,-81.698823333,2.7,136.0,
T,2021-04-15,18:34:44,28.625221667,-81.698815000,2.4,131.9,
T,2021-04-15,18:34:45,28.625215000,-81.698805000,2.6,125.7,
T,2021-04-15,18:34:46,28.625210000,-81.698795000,2.6,124.2,
T,2021-04-15,18:34:47,28.625203333,-81.698785000,2.7,130.5,
T,2021-04-15,18:34:48,28.625196667,-81.698776667,2.4,132.2,
T,2021-04-15,18:34:49,28.625190000,-81.698768333,2.5,126.7,
T,2021-04-15,18:34:50,28.625183333,-81.698758333,2.4,122.2,
T,2021-04-15,18:34:51,28.625178333,-81.698748333,2.6,127.6,
T,2021-04-15,18:34:52,28.625171667,-81.698740000,2.5,128.9,
T,2021-04-15,18:34:53,28.625165000,-81.698730000,2.7,137.5,
T,2021-04-15,18:34:54,28.625156667,-81.698723333,2.5,138.2,
T,2021-04-15,18:34:55,28.625150000,-81.698715000,2.6,134.4,
T,2021-04-15,18:34:56,28.625143333,-81.698706667,2.3,122.8,
T,2021-04-15,18:34:57,28.625140000,-81.698696667,2.3,118.5,
T,2021-04-15,18:34:58,28.625136667,-81.698686667,2.3,108.3,
T,2021-04-15,18:34:59,28.625131667,-81.698678333,2.3,126.7,
T,2021-04-15,18:35:00,28.625125000,-81.698668333,2.4,132.8,
T,2021-04-15,18:35:01,28.625118333,-81.698660000,2.5,136.5,
T,2021-04-15,18:35:02,28.625110000,-81.698653333,2.5,144.4,
T,2021-04-15,18:35:03,28.625101667,-81.698646667,2.6,140.1,
T,2021-04-15,18:35:04,28.625093333,-81.698638333,2.4,133.9,
T,2021-04-15,18:35:05,28.625085000,-81.698631667,2.2,140.8,
T,2021-04-15,18:35:06,28.625078333,-81.698625000,2.2,130.7,
T,2021-04-15,18:35:07,28.625073333,-81.698616667,2.2,135.2,
T,2021-04-15,18:35:08,28.625065000,-81.698608333,2.4,141.1,
T,2021-04-15,18:35:09,28.625056667,-81.698601667,2.4,147.3,
T,2021-04-15,18:35:10,28.625048333,-81.698595000,2.6,144.4,
T,2021-04-15,18:35:11,28.625040000,-81.698588333,2.4,139.0,
T,2021-04-15,18:35:12,28.625031667,-81.698581667,2.4,138.8,
T,2021-04-15,18:35:13,28.625025000,-81.698573333,2.4,124.6,
T,2021-04-15,18:35:14,28.625020000,-81.698565000,2.4,130.4,
T,2021-04-15,18:35:15,28.625013333,-81.698556667,2.3,134.0,
T,2021-04-15,18:35:16,28.625006667,-81.698550000,2.1,129.5,
T,2021-04-15,18:35:17,28.625001667,-81.698541667,2.5,141.6,
T,2021-04-15,18:35:18,28.624993333,-81.698533333,2.5,137.1,
T,2021-04-15,18:35:19,28.624985000,-81.698525000,2.4,143.7,
T,2021-04-15,18:35:20,28.624978333,-81.698516667,2.3,123.1,
T,2021-04-15,18:35:21,28.624973333,-81.698508333,2.3,135.8,
T,2021-04-15,18:35:22,28.624968333,-81.698500000,2.3,126.8,
T,2021-04-15,18:35:23,28.624963333,-81.698493333,2.1,129.3,
T,2021-04-15,18:35:24,28.624956667,-81.698488333,2.1,137.5,
T,2021-04-15,18:35:25,28.624948333,-81.698481667,2.5,146.2,
T,2021-04-15,18:35:26,28.624940000,-81.698475000,2.6,136.7,
T,2021-04-15,18:35:27,28.624933333,-81.698468333,2.5,145.2,
T,2021-04-15,18:35:28,28.624925000,-81.698460000,2.4,136.7,
T,2021-04-15,18:35:29,28.624918333,-81.698453333,2.4,134.9,
T,2021-04-15,18:35:30,28.624913333,-81.698446667,1.9,139.1,
T,2021-04-15,18:35:31,28.624906667,-81.698438333,2.5,132.7,
T,2021-04-15,18:35:32,28.624900000,-81.698428333,2.3,127.3,
T,2021-04-15,18:35:33,28.624895000,-81.698420000,2.4,135.6,
T,2021-04-15,18:35:34,28.624888333,-81.698411667,2.3,139.2,
T,2021-04-15,18:35:35,28.624881667,-81.698405000,2.1,141.5,
T,2021-04-15,18:35:36,28.624873333,-81.698400000,2.4,146.8,
T,2021-04-15,18:35:37,28.624865000,-81.698395000,2.5,152.9,
T,2021-04-15,18:35:38,28.624856667,-81.698390000,2.4,148.5,
T,2021-04-15,18:35:39,28.624846667,-81.698385000,2.5,155.6,
T,2021-04-15,18:35:40,28.624838333,-81.698381667,2.1,141.7,
T,2021-04-15,18:35:41,28.624830000,-81.698375000,2.4,141.5,
T,2021-04-15,18:35:42,28.624821667,-81.698371667,2.3,164.2,
T,2021-04-15,18:35:43,28.624813333,-81.698370000,1.9,165.7,
T,2021-04-15,18:35:44,28.624806667,-81.698366667,2.0,138.6,
T,2021-04-15,18:35:45,28.624798333,-81.698360000,2.2,143.1,
T,2021-04-15,18:35:46,28.624790000,-81.698355000,2.5,151.1,
T,2021-04-15,18:35:47,28.624781667,-81.698350000,2.5,159.4,
T,2021-04-15,18:35:48,28.624771667,-81.698345000,2.4,164.4,
T,2021-04-15,18:35:49,28.624765000,-81.698341667,1.4,151.8,
T,2021-04-15,18:35:50,28.624763333,-81.698338333,1.1,125.8,
T,2021-04-15,18:35:51,28.624763333,-81.698333333,1.1,104.8,
T,2021-04-15,18:35:52,28.624763333,-81.698326667,1.0,79.8,
T,2021-04-15,18:35:53,28.624765000,-81.698321667,0.8,101.6,
T,2021-04-15,18:35:54,28.624765000,-81.698316667,0.8,82.1,
T,2021-04-15,18:35:55,28.624766667,-81.698311667,1.3,104.5,
T,2021-04-15,18:35:56,28.624766667,-81.698306667,0.5,106.3,
T,2021-04-15,18:35:57,28.624766667,-81.698305000,0.2,357.9,
T,2021-04-15,18:35:58,28.624766667,-81.698305000,0.1,154.9,
T,2021-04-15,18:35:59,28.624765000,-81.698305000,0.4,176.3,
T,2021-04-15,18:36:00,28.624763333,-81.698305000,0.3,183.3,
T,2021-04-15,18:36:01,28.624761667,-81.698305000,0.5,8.4,
T,2021-04-15,18:36:02,28.624765000,-81.698305000,0.2,175.4,
T,2021-04-15,18:36:03,28.624763333,-81.698303333,0.9,358.8,
T,2021-04-15,18:36:04,28.624766667,-81.698303333,0.3,334.3,
T,2021-04-15,18:36:05,28.624765000,-81.698303333,0.2,148.0,
T,2021-04-15,18:36:06,28.624763333,-81.698305000,0.7,174.3,
T,2021-04-15,18:36:07,28.624760000,-81.698303333,1.1,157.7,
T,2021-04-15,18:36:08,28.624761667,-81.698306667,1.0,281.0,
T,2021-04-15,18:36:09,28.624763333,-81.698311667,1.4,287.5,
T,2021-04-15,18:36:10,28.624763333,-81.698316667,1.3,275.6,
T,2021-04-15,18:36:11,28.624758333,-81.698321667,1.7,220.0,
T,2021-04-15,18:36:12,28.624751667,-81.698323333,2.1,185.7,
T,2021-04-15,18:36:13,28.624743333,-81.698321667,2.0,167.4,
T,2021-04-15,18:36:14,28.624736667,-81.698318333,1.5,165.1,
T,2021-04-15,18:36:15,28.624731667,-81.698315000,1.1,155.4,
T,2021-04-15,18:36:16,28.624728333,-81.698313333,0.8,160.5,
T,2021-04-15,18:36:17,28.624728333,-81.698311667,0.3,205.9,
T,2021-04-15,18:36:18,28.624728333,-81.698311667,0.1,28.2,
T,2021-04-15,18:36:19,28.624726667,-81.698310000,0.3,185.7,
T,2021-04-15,18:36:20,28.624723333,-81.698310000,0.9,193.9,
T,2021-04-15,18:36:21,28.624716667,-81.698311667,1.6,197.3,
T,2021-04-15,18:36:22,28.624708333,-81.698311667,2.1,179.2,
T,2021-04-15,18:36:23,28.624700000,-81.698310000,2.3,166.5,
T,2021-04-15,18:36:24,28.624690000,-81.698306667,2.4,152.2,
T,2021-04-15,18:36:25,28.624683333,-81.698301667,2.1,146.4,
T,2021-04-15,18:36:26,28.624676667,-81.698296667,1.9,145.8,
T,2021-04-15,18:36:27,28.624668333,-81.698293333,2.3,157.2,
T,2021-04-15,18:36:28,28.624658333,-81.698290000,2.4,161.8,
T,2021-04-15,18:36:29,28.624648333,-81.698290000,1.9,158.6,
T,2021-04-15,18:36:30,28.624641667,-81.698286667,1.9,152.9,
T,2021-04-15,18:36:31,28.624635000,-81.698285000,1.3,156.1,
T,2021-04-15,18:36:32,28.624630000,-81.698283333,1.4,160.5,
T,2021-04-15,18:36:33,28.624623333,-81.698281667,1.5,173.5,
T,2021-04-15,18:36:34,28.624616667,-81.698280000,1.6,168.3,
T,2021-04-15,18:36:35,28.624611667,-81.698278333,1.3,178.1,
T,2021-04-15,18:36:36,28.624610000,-81.698278333,0.5,166.9,
T,2021-04-15,18:36:37,28.624608333,-81.698276667,0.5,152.2,
T,2021-04-15,18:36:38,28.624606667,-81.698276667,0.2,150.7,
T,2021-04-15,18:36:39,28.624606667,-81.698278333,0.3,301.1,
T,2021-04-15,18:36:40,28.624608333,-81.698280000,0.3,340.8,
T,2021-04-15,18:36:41,28.624608333,-81.698280000,0.1,245.4,
T,2021-04-15,18:36:42,28.624608333,-81.698280000,0.3,185.6,
T,2021-04-15,18:36:43,28.624608333,-81.698280000,0.4,180.2,
T,2021-04-15,18:36:44,28.624606667,-81.698280000,0.4,8.9,
T,2021-04-15,18:36:45,28.624608333,-81.698280000,0.1,26.6,
T,2021-04-15,18:36:46,28.624608333,-81.698280000,0.6,12.6,
T,2021-04-15,18:36:47,28.624610000,-81.698280000,1.0,57.9,
T,2021-04-15,18:36:48,28.624611667,-81.698278333,0.5,58.6,
T,2021-04-15,18:36:49,28.624613333,-81.698276667,0.3,52.5,
T,2021-04-15,18:36:50,28.624611667,-81.698278333,0.1,266.6,
T,2021-04-15,18:36:51,28.624611667,-81.698278333,0.0,261.5,
T,2021-04-15,18:36:52,28.624611667,-81.698278333,0.2,56.1,
T,2021-04-15,18:36:53,28.624611667,-81.698276667,0.8,53.5,
T,2021-04-15,18:36:54,28.624613333,-81.698273333,0.9,99.2,
T,2021-04-15,18:36:55,28.624611667,-81.698266667,1.5,100.5,
T,2021-04-15,18:36:56,28.624608333,-81.698256667,2.2,115.5,
T,2021-04-15,18:36:57,28.624605000,-81.698248333,2.1,127.5,
T,2021-04-15,18:36:58,28.624600000,-81.698240000,2.1,131.8,
T,2021-04-15,18:36:59,28.624593333,-81.698233333,2.1,129.9,
T,2021-04-15,18:37:00,28.624588333,-81.698226667,2.1,126.2,
T,2021-04-15,18:37:01,28.624581667,-81.698220000,2.4,125.5,
T,2021-04-15,18:37:02,28.624576667,-81.698210000,2.5,123.3,
T,2021-04-15,18:37:03,28.624571667,-81.698201667,2.4,128.3,
T,2021-04-15,18:37:04,28.624566667,-81.698191667,2.3,112.7,
T,2021-04-15,18:37:05,28.624565000,-81.698183333,2.0,105.0,
T,2021-04-15,18:37:06,28.624561667,-81.698173333,2.4,116.6,
T,2021-04-15,18:37:07,28.624558333,-81.698165000,2.6,118.3,
T,2021-04-15,18:37:08,28.624553333,-81.698153333,2.7,117.1,
T,2021-04-15,18:37:09,28.624548333,-81.698143333,2.5,114.9,
T,2021-04-15,18:37:10,28.624545000,-81.698133333,2.1,107.0,
T,2021-04-15,18:37:11,28.624541667,-81.698123333,2.5,103.2,
T,2021-04-15,18:37:12,28.624538333,-81.698113333,2.6,115.8,
T,2021-04-15,18:37:13,28.624535000,-81.698101667,2.7,106.6,
T,2021-04-15,18:37:14,28.624531667,-81.698091667,2.5,105.3,
T,2021-04-15,18:37:15,28.624530000,-81.698081667,2.4,106.6,
T,2021-04-15,18:37:16,28.624526667,-81.698070000,2.6,103.1,
T,2021-04-15,18:37:17,28.624525000,-81.698058333,2.4,101.8,
T,2021-04-15,18:37:18,28.624523333,-81.698048333,2.4,99.6,
T,2021-04-15,18:37:19,28.624523333,-81.698038333,2.5,95.1,
T,2021-04-15,18:37:20,28.624523333,-81.698026667,2.4,91.9,
T,2021-04-15,18:37:21,28.624523333,-81.698015000,2.7,90.1,
T,2021-04-15,18:37:22,28.624521667,-81.698003333,2.6,98.3,
T,2021-04-15,18:37:23,28.624521667,-81.697991667,2.6,94.4,
T,2021-04-15,18:37:24,28.624520000,-81.697978333,2.6,102.2,
T,2021-04-15,18:37:25,28.624518333,-81.697968333,2.3,92.5,
T,2021-04-15,18:37:26,28.624518333,-81.697956667,2.3,84.8,
T,2021-04-15,18:37:27,28.624520000,-81.697946667,2.4,90.9,
T,2021-04-15,18:37:28,28.624520000,-81.697935000,2.4,88.9,
T,2021-04-15,18:37:29,28.624520000,-81.697923333,2.6,94.9,
T,2021-04-15,18:37:30,28.624520000,-81.697911667,2.5,84.0,
